Symbol	Ensg	Tumor_Type	Evidence	Role
NAP1L1	ENSG00000187109	PRAD	C	LoF
NAP1L1	ENSG00000187109	BLCA	C	LoF
NCF2	ENSG00000116701	GBM	C	Ambiguous
NCF2	ENSG00000116701	LUSC	C	Ambiguous
NCF2	ENSG00000116701	HNSC	C	Ambiguous
NCF2	ENSG00000116701	CM	C	Ambiguous
NCF2	ENSG00000116701	UCEC	C	Ambiguous
NCF2	ENSG00000116701	BLCA	C	Ambiguous
NCK1	ENSG00000158092	THCA	C	Act
NCK1	ENSG00000158092	LUAD	C	Act
NCK1	ENSG00000158092	LUSC	C	Act
NCK1	ENSG00000158092	STAD	C	Act
NCKAP1	ENSG00000061676	CM	C	LoF
NCKAP1	ENSG00000061676	SCLC	C	LoF
NCKAP1	ENSG00000061676	HNSC	C	LoF
NCKAP1	ENSG00000061676	STAD	C	LoF
NCKAP1	ENSG00000061676	ESCA	C	LoF
NCKAP1	ENSG00000061676	UCEC	C	LoF
NCKAP1	ENSG00000061676	LUAD	C	LoF
NCKAP1	ENSG00000061676	OV	C	LoF
NCOR1	ENSG00000141027	CM	C	LoF
NCOR1	ENSG00000141027	BRCA	A	LoF
NCOR1	ENSG00000141027	GBM	C	LoF
NCOR1	ENSG00000141027	CLL	C	LoF
NCOR1	ENSG00000141027	HNSC	A	LoF
NCOR1	ENSG00000141027	LGG	B	LoF
NCOR1	ENSG00000141027	UCEC	C	LoF
NCOR1	ENSG00000141027	RCCC	B	LoF
NCOR1	ENSG00000141027	PRAD	A	LoF
NCOR2	ENSG00000196498	BLCA	C	Act
NDRG1	ENSG00000104419	OV	B	Act
NDRG1	ENSG00000104419	BLCA	B	Act
NDRG1	ENSG00000104419	UCEC	B	Act
NDRG1	ENSG00000104419	LUSC	B	Act
NDRG1	ENSG00000104419	BRCA	B	Act
NDRG1	ENSG00000104419	CM	B	Act
NEDD4L	ENSG00000049759	HNSC	C	Act
NEDD4L	ENSG00000049759	GBM	C	Act
NEDD4L	ENSG00000049759	LGG	C	Act
NEDD4L	ENSG00000049759	UCEC	C	Act
NEDD4L	ENSG00000049759	LUAD	C	Act
NEDD4L	ENSG00000049759	STAD	C	Act
NF1	ENSG00000196712	HC	A	LoF
NF1	ENSG00000196712	LGG	A	LoF
NF1	ENSG00000196712	AML	A	LoF
NF1	ENSG00000196712	GBM	A	LoF
NF1	ENSG00000196712	LUAD	A	LoF
NF1	ENSG00000196712	CM	A	LoF
NF1	ENSG00000196712	BRCA	A	LoF
NF1	ENSG00000196712	MM	A	LoF
NF1	ENSG00000196712	COREAD	A	LoF
NF1	ENSG00000196712	NB	A	LoF
NF1	ENSG00000196712	ALL	A	LoF
NF1	ENSG00000196712	MB	A	LoF
NF1	ENSG00000196712	LUSC	A	LoF
NF1	ENSG00000196712	HNSC	A	LoF
NF1	ENSG00000196712	OV	A	LoF
NF1	ENSG00000196712	SCLC	A	LoF
NF2	ENSG00000186575	CM	B	LoF
NF2	ENSG00000186575	MEN	A	LoF
NF2	ENSG00000186575	LGG	B	LoF
NF2	ENSG00000186575	LUAD	B	LoF
NF2	ENSG00000186575	UCEC	B	LoF
NF2	ENSG00000186575	PAAD	B	LoF
NF2	ENSG00000186575	BRCA	B	LoF
NFATC4	ENSG00000100968	LUSC	C	LoF
NFATC4	ENSG00000100968	HNSC	C	LoF
NFATC4	ENSG00000100968	CM	C	LoF
NFATC4	ENSG00000100968	GBM	C	LoF
NFATC4	ENSG00000100968	HC	C	LoF
NFE2L2	ENSG00000116044	ESCA	A	Act
NFE2L2	ENSG00000116044	LUSC	A	Act
NFE2L2	ENSG00000116044	HC	A	Act
NFE2L2	ENSG00000116044	BLCA	A	Act
NFE2L2	ENSG00000116044	CM	A	Act
NFE2L2	ENSG00000116044	UCEC	A	Act
NFE2L2	ENSG00000116044	LUAD	A	Act
NFE2L2	ENSG00000116044	STAD	A	Act
NFE2L2	ENSG00000116044	RCCC	A	Act
NFE2L2	ENSG00000116044	HNSC	A	Act
NKX3-1	ENSG00000167034	PRAD	C	Ambiguous
NOTCH1	ENSG00000148400	HNSC	A	ambiguous
NOTCH1	ENSG00000148400	NB	B	ambiguous
NOTCH1	ENSG00000148400	PRAD	B	ambiguous
NOTCH1	ENSG00000148400	BRCA	B	ambiguous
NOTCH1	ENSG00000148400	CLL	B	ambiguous
NOTCH1	ENSG00000148400	MM	B	ambiguous
NOTCH1	ENSG00000148400	OV	B	ambiguous
NOTCH1	ENSG00000148400	SCLC	B	ambiguous
NOTCH1	ENSG00000148400	LUSC	B	ambiguous
NOTCH1	ENSG00000148400	BLCA	B	ambiguous
NOTCH1	ENSG00000148400	CM	B	ambiguous
NOTCH1	ENSG00000148400	LGG	B	ambiguous
NOTCH2	ENSG00000134250	HNSC	B	ambiguous
NOTCH2	ENSG00000266766	HNSC	B	ambiguous
NOTCH2	ENSG00000266766	PRAD	B	ambiguous
NOTCH2	ENSG00000134250	BRCA	B	ambiguous
NOTCH2	ENSG00000266766	BRCA	B	ambiguous
NOTCH2	ENSG00000134250	PRAD	B	ambiguous
NPM1	ENSG00000181163	CM	A	ambiguous
NPM1	ENSG00000181163	LUAD	A	ambiguous
NPM1	ENSG00000181163	AML	A	ambiguous
NR2F2	ENSG00000185551	UCEC	C	Act
NR2F2	ENSG00000185551	GBM	C	Act
NR2F2	ENSG00000185551	CM	C	Act
NR2F2	ENSG00000185551	STAD	C	Act
NR2F2	ENSG00000185551	COREAD	C	Act
NR4A2	ENSG00000153234	STAD	C	LoF
NR4A2	ENSG00000153234	CM	C	LoF
NR4A2	ENSG00000153234	LUSC	C	LoF
NR4A2	ENSG00000153234	SCLC	C	LoF
NR4A2	ENSG00000153234	COREAD	C	LoF
NR4A2	ENSG00000153234	BRCA	C	LoF
NR4A2	ENSG00000153234	HNSC	C	LoF
NR4A2	ENSG00000153234	OV	C	LoF
NRAS	ENSG00000213281	CLL	A	Act
NRAS	ENSG00000213281	THCA	A	Act
NRAS	ENSG00000213281	UCEC	A	Act
NRAS	ENSG00000213281	ALL	A	Act
NRAS	ENSG00000213281	AML	A	Act
NRAS	ENSG00000213281	MM	A	Act
NRAS	ENSG00000213281	BRCA	A	Act
NRAS	ENSG00000213281	COREAD	A	Act
NRAS	ENSG00000213281	LUAD	A	Act
NRAS	ENSG00000213281	BLCA	A	Act
NRAS	ENSG00000213281	OV	A	Act
NRAS	ENSG00000213281	NB	A	Act
NRAS	ENSG00000213281	CM	A	Act
NSD1	ENSG00000165671	MM	B	Act
NSD1	ENSG00000165671	BRCA	B	Act
NSD1	ENSG00000165671	CLL	B	Act
NSD1	ENSG00000165671	THCA	B	Act
NSD1	ENSG00000165671	STAD	B	Act
NSD1	ENSG00000165671	OV	B	Act
NSD1	ENSG00000165671	ESCA	B	Act
NSD1	ENSG00000165671	HNSC	A	Act
NTRK2	ENSG00000148053	LUAD	C	Act
NUP107	ENSG00000111581	LUSC	C	Act
NUP107	ENSG00000111581	ESCA	C	Act
NUP107	ENSG00000111581	STAD	C	Act
NUP107	ENSG00000111581	GBM	C	Act
NUP107	ENSG00000111581	BRCA	C	Act
NUP107	ENSG00000111581	COREAD	C	Act
NUP107	ENSG00000111581	SCLC	C	Act
NUP107	ENSG00000111581	CM	C	Act
NUP107	ENSG00000111581	LUAD	C	Act
NUP107	ENSG00000111581	HNSC	C	Act
NUP107	ENSG00000111581	BLCA	C	Act
NUP93	ENSG00000102900	UCEC	C	LoF
NUP98	ENSG00000110713	STAD	B	Act
NUP98	ENSG00000110713	ESCA	B	Act
NUP98	ENSG00000110713	LUAD	B	Act
NUP98	ENSG00000110713	PRAD	B	Act
NUP98	ENSG00000110713	LUSC	B	Act
NUP98	ENSG00000110713	BRCA	B	Act
NUP98	ENSG00000110713	COREAD	B	Act
NUP98	ENSG00000110713	BLCA	B	Act
NUP98	ENSG00000110713	CM	B	Act
NUP98	ENSG00000110713	RCCC	B	Act
PABPC1	ENSG00000070756	RCCC	A	Ambiguous
PABPC3	ENSG00000151846	HNSC	C	Ambiguous
PAX5	ENSG00000196092	HNSC	B	Act
PAX5	ENSG00000196092	GBM	B	Act
PAX5	ENSG00000196092	LUAD	B	Act
PAX5	ENSG00000196092	ESCA	B	Act
PAX5	ENSG00000196092	LUSC	B	Act
PAX5	ENSG00000196092	CM	B	Act
PAX5	ENSG00000196092	BRCA	B	Act
PBRM1	ENSG00000163939	PAAD	B	LoF
PBRM1	ENSG00000163939	HC	A	LoF
PBRM1	ENSG00000163939	RCCC	A	LoF
PBRM1	ENSG00000163939	PRAD	A	LoF
PBRM1	ENSG00000163939	GBM	A	LoF
PBRM1	ENSG00000163939	CLL	A	LoF
PBRM1	ENSG00000163939	BRCA	A	LoF
PBRM1	ENSG00000163939	LUAD	A	LoF
PBRM1	ENSG00000163939	MM	A	LoF
PBRM1	ENSG00000163939	HNSC	A	LoF
PBRM1	ENSG00000163939	NB	A	LoF
PCBP1	ENSG00000169564	COREAD	C	Act
PCSK6	ENSG00000140479	BRCA	C	Act
PCSK6	ENSG00000140479	LUSC	C	Act
PCSK6	ENSG00000140479	LUAD	C	Act
PCSK6	ENSG00000140479	BLCA	C	Act
PCSK6	ENSG00000140479	RCCC	C	Act
PDGFRA	ENSG00000134853	PRAD	B	Act
PER1	ENSG00000179094	CM	B	Act
PGR	ENSG00000082175	UCEC	C	Act
PHF6	ENSG00000156531	UCEC	A	LoF
PHF6	ENSG00000156531	BRCA	A	LoF
PHF6	ENSG00000156531	AML	A	LoF
PHF6	ENSG00000156531	STAD	A	LoF
PHF6	ENSG00000156531	RCCC	A	LoF
PHF6	ENSG00000156531	LUSC	A	LoF
PHF6	ENSG00000156531	LUAD	A	LoF
PHF6	ENSG00000156531	BLCA	A	LoF
PHF6	ENSG00000156531	CM	A	LoF
PIK3C2B	ENSG00000133056	CM	C	Act
PIK3CA	ENSG00000121879	LGG	A	Act
PIK3CA	ENSG00000121879	OV	A	Act
PIK3CA	ENSG00000121879	BRCA	A	Act
PIK3CA	ENSG00000121879	UCEC	A	Act
PIK3CA	ENSG00000121879	CM	A	Act
PIK3CA	ENSG00000121879	MEN	A	Act
PIK3CA	ENSG00000121879	LUSC	A	Act
PIK3CA	ENSG00000121879	MM	A	Act
PIK3CA	ENSG00000121879	COREAD	A	Act
PIK3CA	ENSG00000121879	HC	A	Act
PIK3CA	ENSG00000121879	ESCA	A	Act
PIK3CA	ENSG00000121879	SCLC	A	Act
PIK3CA	ENSG00000121879	GBM	A	Act
PIK3CA	ENSG00000121879	THCA	A	Act
PIK3CA	ENSG00000121879	STAD	A	Act
PIK3CA	ENSG00000121879	NB	A	Act
PIK3CA	ENSG00000121879	PAAD	B	Act
PIK3CA	ENSG00000121879	PRAD	A	Act
PIK3CA	ENSG00000121879	MB	A	Act
PIK3CA	ENSG00000121879	HNSC	A	Act
PIK3CB	ENSG00000051382	CM	C	Act
PIK3CB	ENSG00000051382	BLCA	C	Act
PIK3CB	ENSG00000051382	LUSC	C	Act
PIK3CB	ENSG00000051382	BRCA	C	Act
PIK3CB	ENSG00000051382	NB	C	Act
PIK3CB	ENSG00000051382	GBM	C	Act
PIK3CB	ENSG00000051382	STAD	C	Act
PIK3CB	ENSG00000051382	PRAD	C	Act
PIK3R1	ENSG00000145675	HNSC	A	LoF
PIK3R1	ENSG00000145675	UCEC	A	LoF
PIK3R1	ENSG00000145675	STAD	A	LoF
PIK3R1	ENSG00000145675	RCCC	A	LoF
PIK3R1	ENSG00000145675	COREAD	A	LoF
PIK3R1	ENSG00000145675	BRCA	A	LoF
PIK3R1	ENSG00000145675	CM	A	LoF
PIK3R1	ENSG00000145675	GBM	A	LoF
PIK3R1	ENSG00000145675	LGG	A	LoF
PIK3R1	ENSG00000145675	LUAD	A	LoF
PIK3R3	ENSG00000117461	BRCA	C	Act
PIK3R3	ENSG00000117461	LUSC	C	Act
PIK3R3	ENSG00000117461	HNSC	C	Act
PIK3R3	ENSG00000117461	LUAD	C	Act
PIK3R3	ENSG00000117461	UCEC	C	Act
PIK3R3	ENSG00000117461	CM	C	Act
PIK3R3	ENSG00000117461	PRAD	C	Act
PIP5K1A	ENSG00000143398	LUSC	C	Ambiguous
PIP5K1A	ENSG00000143398	BRCA	C	Ambiguous
PIP5K1A	ENSG00000143398	BLCA	C	Ambiguous
PIP5K1A	ENSG00000143398	STAD	C	Ambiguous
PIP5K1A	ENSG00000143398	RCCC	C	Ambiguous
PIP5K1A	ENSG00000143398	LUAD	C	Ambiguous
PIP5K1A	ENSG00000143398	CM	C	Ambiguous
PLCG1	ENSG00000124181	UCEC	C	Act
PLXNA1	ENSG00000114554	PRAD	C	Act
PLXNB2	ENSG00000196576	UCEC	C	Act
POLR2B	ENSG00000047315	COREAD	C	Act
POLR2B	ENSG00000047315	OV	C	Act
POLR2B	ENSG00000047315	BRCA	C	Act
POLR2B	ENSG00000047315	HNSC	C	Act
POLR2B	ENSG00000047315	LUAD	C	Act
POLR2B	ENSG00000047315	PRAD	C	Act
POLR2B	ENSG00000047315	STAD	C	Act
POLR2B	ENSG00000047315	CM	C	Act
POLR2B	ENSG00000047315	MM	C	Act
POM121	ENSG00000262122	CM	C	Act
POM121	ENSG00000196313	CM	C	Act
POT1	ENSG00000128513	CLL	A	Ambiguous
PPM1D	ENSG00000170836	THCA	C	LoF
PPP2R1A	ENSG00000105568	UCEC	A	Act
PPP2R1A	ENSG00000105568	COREAD	B	Act
PPP2R1A	ENSG00000105568	THCA	B	Act
PPP2R1A	ENSG00000105568	STAD	B	Act
PPP2R1A	ENSG00000105568	HNSC	B	Act
PPP2R1A	ENSG00000105568	CM	B	Act
PPP2R1A	ENSG00000105568	LUAD	B	Act
PPP2R1A	ENSG00000105568	RCCC	B	Act
PPP2R5A	ENSG00000066027	UCEC	C	LoF
PPP2R5A	ENSG00000066027	LUAD	C	LoF
PPP2R5A	ENSG00000066027	CM	C	LoF
PPP2R5C	ENSG00000078304	UCEC	C	Act
PPP2R5C	ENSG00000078304	HNSC	C	Act
PPP2R5C	ENSG00000078304	CM	C	Act
PPP2R5C	ENSG00000078304	LUSC	C	Act
PPP6C	ENSG00000119414	CM	A	LoF
PRKAR1A	ENSG00000108946	BRCA	B	LoF
PRKAR1A	ENSG00000108946	MB	B	LoF
PRKCZ	ENSG00000067606	BRCA	C	Ambiguous
PRPF8	ENSG00000174231	MM	C	Act
PRPF8	ENSG00000174231	LUAD	C	Act
PRPF8	ENSG00000174231	PRAD	C	Act
PRPF8	ENSG00000174231	GBM	C	Act
PRPF8	ENSG00000174231	AML	C	Act
PRPF8	ENSG00000174231	LUSC	C	Act
PRPF8	ENSG00000174231	HNSC	C	Act
PRPF8	ENSG00000174231	UCEC	C	Act
PRPF8	ENSG00000174231	THCA	C	Act
PRRX1	ENSG00000116132	STAD	B	Act
PRRX1	ENSG00000116132	LUAD	B	Act
PRRX1	ENSG00000116132	HNSC	B	Act
PRRX1	ENSG00000116132	CM	B	Act
PRRX1	ENSG00000116132	UCEC	B	Act
PSIP1	ENSG00000164985	HNSC	B	Act
PSMA6	ENSG00000100902	LUAD	C	Ambiguous
PSMA6	ENSG00000100902	CM	C	Ambiguous
PSMA6	ENSG00000100902	RCCC	C	Ambiguous
PSMD11	ENSG00000108671	LUAD	C	LoF
PSME3	ENSG00000131467	RCCC	C	LoF
PTCH1	ENSG00000185920	MB	B	LoF
PTEN	ENSG00000171862	BRCA	A	LoF
PTEN	ENSG00000171862	OV	A	LoF
PTEN	ENSG00000171862	ALL	A	LoF
PTEN	ENSG00000171862	BLCA	A	LoF
PTEN	ENSG00000171862	LGG	A	LoF
PTEN	ENSG00000171862	SCLC	A	LoF
PTEN	ENSG00000171862	RCCC	A	LoF
PTEN	ENSG00000171862	PRAD	A	LoF
PTEN	ENSG00000171862	GBM	A	LoF
PTEN	ENSG00000171862	THCA	A	LoF
PTEN	ENSG00000171862	LUSC	A	LoF
PTEN	ENSG00000171862	UCEC	A	LoF
PTEN	ENSG00000171862	LUAD	A	LoF
PTEN	ENSG00000171862	HC	A	LoF
PTEN	ENSG00000171862	COREAD	A	LoF
PTEN	ENSG00000171862	PAAD	B	LoF
PTEN	ENSG00000171862	STAD	A	LoF
PTEN	ENSG00000171862	CM	A	LoF
PTGS1	ENSG00000095303	CM	C	LoF
PTGS1	ENSG00000095303	STAD	C	LoF
PTGS1	ENSG00000095303	BRCA	C	LoF
PTGS1	ENSG00000095303	LUAD	C	LoF
PTGS1	ENSG00000095303	COREAD	C	LoF
PTPN11	ENSG00000179295	MM	B	Act
PTPN11	ENSG00000179295	NB	B	Act
PTPN11	ENSG00000179295	AML	A	Act
PTPN11	ENSG00000179295	CLL	B	Act
PTPN11	ENSG00000179295	LUAD	B	Act
PTPN11	ENSG00000179295	UCEC	B	Act
PTPN11	ENSG00000179295	PIA	B	Act
PTPN11	ENSG00000179295	LGG	B	Act
PTPN11	ENSG00000179295	COREAD	B	Act
PTPN11	ENSG00000179295	LUSC	B	Act
PTPN11	ENSG00000179295	STAD	B	Act
PTPN11	ENSG00000179295	GBM	B	Act
PTPRF	ENSG00000142949	STAD	C	Act
PTPRJ	ENSG00000149177	PAAD	B	LoF
PTPRU	ENSG00000060656	COREAD	C	Act
PTPRU	ENSG00000060656	STAD	C	Act
